t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,0.0001,0
2,0,0,0,0.0002,0
3,0,0,0,0.0003,0
4,1,1,0,0.0004,1
5,1,0,0,0.0005,1
6,1,0,0,0.0006,1
7,1,0,0,0.0007,1
8,2,1,0,0.0008,2
9,2,0,0,0.0009,2
10,2,0,0,0.001,2
11,2,0,0,0.0011,2
12,3,1,0,0.0012,3
13,3,0,0,0.0013,3
14,3,0,0,0.0014,3
15,3,0,0,0.0015,3
16,9,5,0,0.0016,9
17,9,0,0,0.0017,9
18,9,0,0,0.0018,9
19,9,0,0,0.0019,9
20,10,1,0,0.002,10
21,10,0,0,0.0021,10
22,10,0,0,0.0022,10
23,10,0,0,0.0023,10
24,11,1,0,0.0024,11
25,11,0,0,0.0025,11
26,11,0,0,0.0026,11
27,11,0,0,0.0027,11
28,21,9,0,0.0028,21
29,21,0,0,0.0029,21
30,21,0,0,0.003,21
31,21,0,0,0.0031,21
32,27,5,0,0.0032,27
33,27,0,0,0.0033,27
34,27,0,0,0.0034,27
35,27,0,0,0.0035,27
36,28,1,0,0.0036,28
37,28,0,0,0.0037,28
38,28,0,0,0.0038,28
39,28,0,0,0.0039,28
40,29,1,0,0.004,29
41,29,0,0,0.0041,29
42,29,0,0,0.0042,29
43,29,0,0,0.0043,29
44,48,13,0,0.0044,48
45,48,0,0,0.0045,48
46,48,0,0,0.0046,48
47,48,0,0,0.0047,48
48,49,1,0,0.0048,49
49,49,0,0,0.0049,49
50,49,0,0,0.005,49
51,49,0,0,0.0051,49
52,50,1,0,0.0052,50
53,50,0,0,0.0053,50
54,50,0,0,0.0054,50
55,50,0,0,0.0055,50
56,81,21,0,0.0056,81
57,81,0,0,0.0057,81
58,81,0,0,0.0058,81
59,81,0,0,0.0059,81
60,87,5,0,0.006,87
61,87,0,0,0.0061,87
62,87,0,0,0.0062,87
63,87,0,0,0.0063,87
64,88,1,0,0.0064,88
65,88,0,0,0.0065,88
66,88,0,0,0.0066,88
67,88,0,0,0.0067,88
68,89,1,0,0.0068,89
69,89,0,0,0.0069,89
70,89,0,0,0.007,89
71,89,0,0,0.0071,89
72,99,9,0,0.0072,99
73,99,0,0,0.0073,99
74,99,0,0,0.0074,99
75,99,0,0,0.0075,99
76,130,25,0,0.0076,130
77,130,0,0,0.0077,130
78,130,0,0,0.0078,130
79,130,0,0,0.0079,130
80,131,1,0,0.008,131
81,131,0,0,0.0081,131
82,131,0,0,0.0082,131
83,131,0,0,0.0083,131
84,132,1,0,0.0084,132
85,132,0,0,0.0085,132
86,132,0,0,0.0086,132
87,132,0,0,0.0087,132
88,184,33,0,0.0088,184
89,184,0,0,0.0089,184
90,184,0,0,0.009,184
91,184,0,0,0.0091,184
92,185,1,0,0.0092,185
93,185,0,0,0.0093,185
94,185,0,0,0.0094,185
95,185,0,0,0.0095,185
96,186,1,0,0.0096,186
97,186,0,0,0.0097,186
98,186,0,0,0.0098,186
99,186,0,0,0.0099,186
100,225,29,0,0.01,225
101,225,0,0,0.0101,225
102,225,0,0,0.0102,225
103,225,0,0,0.0103,225
