t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,0.01,0
2,0,0,0,0.02,0
3,0,0,0,0.03,0
4,1,1,0,0.04,1
5,1,0,0,0.05,1
6,1,0,0,0.06,1
7,1,0,0,0.07,1
8,2,1,0,0.08,2
9,2,0,0,0.09,2
10,2,0,0,0.1,2
11,2,0,0,0.11,2
12,3,1,0,0.12,3
13,3,0,0,0.13,3
14,3,0,0,0.14,3
15,3,0,0,0.15,3
16,9,5,0,0.16,9
17,9,0,0,0.17,9
18,9,0,0,0.18,9
19,9,0,0,0.19,9
20,10,1,0,0.2,10
21,10,0,0,0.21,10
22,10,0,0,0.22,10
23,10,0,0,0.23,10
24,11,1,0,0.24,11
25,11,0,0,0.25,11
26,11,0,0,0.26,11
27,11,0,0,0.27,11
28,21,9,0,0.28,21
29,21,0,0,0.29,21
30,21,0,0,0.3,21
31,21,0,0,0.31,21
32,27,5,0,0.32,27
33,27,0,0,0.33,27
34,27,0,0,0.34,27
35,27,0,0,0.35,27
36,28,1,0,0.36,28
37,28,0,0,0.37,28
38,28,0,0,0.38,28
39,28,0,0,0.39,28
40,29,1,0,0.4,29
41,29,0,0,0.41,29
42,29,0,0,0.42,29
43,29,0,0,0.43,29
44,48,13,0,0.44,48
45,48,0,0,0.45,48
46,48,0,0,0.46,48
47,48,0,0,0.47,48
48,49,1,0,0.48,49
49,49,0,0,0.49,49
50,49,0,0,0.5,49
51,49,0,0,0.51,49
52,50,1,0,0.52,50
53,50,0,0,0.53,50
54,50,0,0,0.54,50
55,50,0,0,0.55,50
56,81,21,0,0.56,81
57,81,0,0,0.57,81
58,81,0,0,0.58,81
59,81,0,0,0.59,81
60,87,5,0,0.6,87
61,87,0,0,0.61,87
62,87,0,0,0.62,87
63,87,0,0,0.63,87
64,88,1,0,0.64,88
65,88,0,0,0.65,88
66,88,0,0,0.66,88
67,88,0,0,0.67,88
68,89,1,0,0.68,89
69,89,0,0,0.69,89
70,89,0,0,0.7,89
71,89,0,0,0.71,89
72,99,9,0,0.72,99
73,99,0,0,0.73,99
74,99,0,0,0.74,99
75,99,0,0,0.75,99
76,130,25,0,0.76,130
77,130,0,0,0.77,130
78,130,0,0,0.78,130
79,130,0,0,0.79,130
80,131,1,0,0.8,131
81,131,0,0,0.81,131
82,131,0,0,0.82,131
83,131,0,0,0.83,131
84,132,1,0,0.84,132
85,132,0,0,0.85,132
86,132,0,0,0.86,132
87,132,0,0,0.87,132
88,184,33,0,0.88,184
89,184,0,0,0.89,184
90,184,0,0,0.9,184
91,184,0,0,0.91,184
92,185,1,0,0.92,185
93,185,0,0,0.93,185
94,185,0,0,0.94,185
95,185,0,0,0.95,185
96,186,1,0,0.96,186
97,186,0,0,0.97,186
98,186,0,0,0.98,186
99,186,0,0,0.99,186
100,225,29,0,1.0,225
101,225,0,0,1.01,225
102,225,0,0,1.02,225
103,225,0,0,1.03,225
104,231,5,0,1.04,231
105,231,0,0,1.05,231
106,231,0,0,1.06,231
107,231,0,0,1.07,231
108,232,1,0,1.08,232
109,232,0,0,1.09,232
110,232,0,0,1.1,232
111,232,0,0,1.11,232
112,233,1,0,1.12,233
113,233,0,0,1.13,233
114,233,0,0,1.14,233
115,233,0,0,1.15,233
116,264,21,0,1.16,264
117,264,0,0,1.17,264
118,264,0,0,1.18,264
119,264,0,0,1.19,264
120,274,9,0,1.2,274
121,274,0,0,1.21,274
122,274,0,0,1.22,274
123,274,0,0,1.23,274
124,275,1,0,1.24,275
125,275,0,0,1.25,275
126,275,0,0,1.26,275
127,275,0,0,1.27,275
128,342,45,0,1.28,342
129,342,0,0,1.29,342
130,342,0,0,1.3,342
131,342,0,0,1.31,342
132,361,13,0,1.32,361
133,361,0,0,1.33,361
134,361,0,0,1.34,361
135,361,0,0,1.35,361
136,362,1,0,1.36,362
137,362,0,0,1.37,362
138,362,0,0,1.38,362
139,362,0,0,1.39,362
140,363,1,0,1.4,363
141,363,0,0,1.41,363
142,363,0,0,1.42,363
143,363,0,0,1.43,363
144,418,45,6,1.38,418
145,418,0,0,1.39,418
146,418,0,0,1.4,418
147,418,0,0,1.41,418
148,424,5,0,1.42,424
149,424,0,0,1.43,424
150,424,0,0,1.44,424
151,424,0,0,1.45,424
152,425,1,0,1.46,425
153,425,0,0,1.47,425
154,425,0,0,1.48,425
155,425,0,0,1.49,425
156,426,1,0,1.5,426
157,426,0,0,1.51,426
158,426,0,0,1.52,426
159,426,0,0,1.53,426
160,510,49,0,1.54,510
161,510,0,0,1.55,510
162,510,0,0,1.56,510
163,510,0,0,1.57,510
164,537,21,0,1.58,537
165,537,0,0,1.59,537
166,537,0,0,1.6,537
167,537,0,0,1.61,537
168,538,1,0,1.62,538
169,538,0,0,1.63,538
170,538,0,0,1.64,538
171,538,0,0,1.65,538
172,539,1,0,1.66,539
173,539,0,0,1.67,539
174,539,0,0,1.68,539
175,539,0,0,1.69,539
176,672,69,10,1.6,672
177,672,0,0,1.61,672
178,672,0,0,1.62,672
179,672,0,0,1.63,672
180,673,1,0,1.64,673
181,673,0,0,1.65,673
182,673,0,0,1.66,673
183,673,0,0,1.67,673
184,674,1,0,1.68,674
185,674,0,0,1.69,674
186,674,0,0,1.7,674
187,674,0,0,1.71,674
188,750,41,2,1.7,750
189,750,0,0,1.71,750
190,750,0,0,1.72,750
191,750,0,0,1.73,750
192,756,5,0,1.74,756
193,756,0,0,1.75,756
194,756,0,0,1.76,756
195,756,0,0,1.77,756
196,757,1,0,1.78,757
197,757,0,0,1.79,757
198,757,0,0,1.8,757
199,757,0,0,1.81,757
200,758,1,0,1.82,758
201,758,0,0,1.83,758
202,758,0,0,1.84,758
203,758,0,0,1.85,758
204,837,69,12,1.74,837
205,837,0,0,1.75,837
206,837,0,0,1.76,837
207,837,0,0,1.77,837
208,937,59,8,1.7,937
209,937,0,0,1.71,937
210,937,0,0,1.72,937
211,937,0,0,1.73,937
212,938,1,0,1.74,938
213,938,0,0,1.75,938
214,938,0,0,1.76,938
215,938,0,0,1.77,938
216,967,25,0,1.78,967
217,967,0,0,1.79,967
218,975,8,0,1.8,975
219,975,0,0,1.81,975
220,981,5,0,1.82,981
221,981,0,0,1.83,981
222,981,0,0,1.84,981
223,981,0,0,1.85,981
224,982,1,0,1.86,982
225,982,0,0,1.87,982
226,982,0,0,1.88,982
227,982,0,0,1.89,982
228,983,1,0,1.9,983
229,983,0,0,1.91,983
230,983,0,0,1.92,983
231,983,0,0,1.93,983
232,1010,23,2,1.92,1010
233,1010,0,0,1.93,1010
234,1013,3,0,1.94,1013
235,1013,0,0,1.95,1013
236,1014,1,0,1.96,1014
237,1014,0,0,1.97,1014
238,1014,0,0,1.98,1014
239,1014,0,0,1.99,1014
240,1061,46,12,1.88,1061
241,1061,0,0,1.89,1061
242,1061,0,0,1.9,1061
243,1061,0,0,1.91,1061
244,1062,1,0,1.92,1062
