t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,3.90625e-5,0
2,0,0,0,7.8125e-5,0
3,0,0,0,0.0001171875,0
4,1,1,0,0.00015625,1
5,0,0,0,0.0001953125,1
6,0,0,0,0.000234375,1
7,0,0,0,0.0002734375,1
8,1,1,0,0.0003125,2
9,0,0,0,0.0003515625,2
10,0,0,0,0.000390625,2
11,0,0,0,0.0004296875,2
12,1,1,0,0.00046875,3
13,0,0,0,0.0005078125,3
14,0,0,0,0.000546875,3
15,0,0,0,0.0005859375,3
16,6,5,0,0.000625,9
17,0,0,0,0.0006640625,9
18,0,0,0,0.000703125,9
19,0,0,0,0.0007421875,9
20,1,1,0,0.00078125,10
21,0,0,0,0.0008203125,10
22,0,0,0,0.000859375,10
23,0,0,0,0.0008984375,10
24,1,1,0,0.0009375,11
25,0,0,0,0.0009765625,11
26,0,0,0,0.001015625,11
27,0,0,0,0.0010546875,11
28,10,9,0,0.00109375,21
29,0,0,0,0.0011328125,21
30,0,0,0,0.001171875,21
31,0,0,0,0.0012109375,21
32,6,5,0,0.00125,27
33,0,0,0,0.0012890625,27
34,0,0,0,0.001328125,27
35,0,0,0,0.0013671875,27
36,1,1,0,0.00140625,28
37,0,0,0,0.0014453125,28
38,0,0,0,0.001484375,28
39,0,0,0,0.0015234375,28
40,1,1,0,0.0015625,29
41,0,0,0,0.0016015625,29
42,0,0,0,0.001640625,29
43,0,0,0,0.0016796875,29
44,19,13,0,0.00171875,48
45,0,0,0,0.0017578125,48
46,0,0,0,0.001796875,48
47,0,0,0,0.0018359375,48
48,1,1,0,0.001875,49
49,0,0,0,0.0019140625,49
50,0,0,0,0.001953125,49
51,0,0,0,0.0019921875,49
52,1,1,0,0.00203125,50
53,0,0,0,0.0020703125,50
54,0,0,0,0.002109375,50
55,0,0,0,0.0021484375,50
56,31,21,0,0.0021875,81
57,0,0,0,0.0022265625,81
58,0,0,0,0.002265625,81
59,0,0,0,0.0023046875,81
60,6,5,0,0.00234375,87
61,0,0,0,0.0023828125,87
62,0,0,0,0.002421875,87
63,0,0,0,0.0024609375,87
64,1,1,0,0.0025,88
65,0,0,0,0.0025390625,88
66,0,0,0,0.002578125,88
67,0,0,0,0.0026171875,88
68,1,1,0,0.00265625,89
69,0,0,0,0.0026953125,89
70,0,0,0,0.002734375,89
71,0,0,0,0.0027734375,89
72,10,9,0,0.0028125,99
73,0,0,0,0.0028515625,99
74,0,0,0,0.002890625,99
75,0,0,0,0.0029296875,99
76,31,25,0,0.00296875,130
77,0,0,0,0.0030078125,130
78,0,0,0,0.003046875,130
79,0,0,0,0.0030859375,130
80,1,1,0,0.003125,131
81,0,0,0,0.0031640625,131
82,0,0,0,0.003203125,131
83,0,0,0,0.0032421875,131
84,1,1,0,0.00328125,132
85,0,0,0,0.0033203125,132
86,0,0,0,0.003359375,132
87,0,0,0,0.0033984375,132
88,52,33,0,0.0034375,184
89,0,0,0,0.0034765625,184
90,0,0,0,0.003515625,184
91,0,0,0,0.0035546875,184
92,1,1,0,0.00359375,185
93,0,0,0,0.0036328125,185
94,0,0,0,0.003671875,185
95,0,0,0,0.0037109375,185
96,1,1,0,0.00375,186
97,0,0,0,0.0037890625,186
98,0,0,0,0.003828125,186
99,0,0,0,0.0038671875,186
100,39,29,0,0.00390625,225
101,0,0,0,0.0039453125,225
102,0,0,0,0.003984375,225
103,0,0,0,0.0040234375,225
104,6,5,0,0.0040625,231
105,0,0,0,0.0041015625,231
106,0,0,0,0.004140625,231
107,0,0,0,0.0041796875,231
108,1,1,0,0.00421875,232
109,0,0,0,0.0042578125,232
110,0,0,0,0.004296875,232
111,0,0,0,0.0043359375,232
112,1,1,0,0.004375,233
113,0,0,0,0.0044140625,233
114,0,0,0,0.004453125,233
115,0,0,0,0.0044921875,233
116,31,21,0,0.00453125,264
117,0,0,0,0.0045703125,264
118,0,0,0,0.004609375,264
119,0,0,0,0.0046484375,264
120,10,9,0,0.0046875,274
121,0,0,0,0.0047265625,274
122,0,0,0,0.004765625,274
123,0,0,0,0.0048046875,274
124,1,1,0,0.00484375,275
125,0,0,0,0.0048828125,275
126,0,0,0,0.004921875,275
127,0,0,0,0.0049609375,275
128,67,45,0,0.005,342
129,0,0,0,0.0050390625,342
130,0,0,0,0.005078125,342
131,0,0,0,0.0051171875,342
132,19,13,0,0.00515625,361
133,0,0,0,0.0051953125,361
134,0,0,0,0.005234375,361
135,0,0,0,0.0052734375,361
136,1,1,0,0.0053125,362
137,0,0,0,0.0053515625,362
138,0,0,0,0.005390625,362
139,0,0,0,0.0054296875,362
140,1,1,0,0.00546875,363
141,0,0,0,0.0055078125,363
142,0,0,0,0.005546875,363
143,0,0,0,0.0055859375,363
144,55,45,0,0.005625,418
145,0,0,0,0.0056640625,418
146,0,0,0,0.005703125,418
147,0,0,0,0.0057421875,418
148,6,5,0,0.00578125,424
149,0,0,0,0.0058203125,424
150,0,0,0,0.005859375,424
151,0,0,0,0.0058984375,424
152,1,1,0,0.0059375,425
153,0,0,0,0.0059765625,425
154,0,0,0,0.006015625,425
155,0,0,0,0.0060546875,425
156,1,1,0,0.00609375,426
157,0,0,0,0.0061328125,426
158,0,0,0,0.006171875,426
159,0,0,0,0.0062109375,426
160,84,49,0,0.00625,510
161,0,0,0,0.0062890625,510
162,0,0,0,0.006328125,510
163,0,0,0,0.0063671875,510
164,27,21,0,0.00640625,537
165,0,0,0,0.0064453125,537
166,0,0,0,0.006484375,537
167,0,0,0,0.0065234375,537
168,1,1,0,0.0065625,538
169,0,0,0,0.0066015625,538
170,0,0,0,0.006640625,538
171,0,0,0,0.0066796875,538
172,1,1,0,0.00671875,539
173,0,0,0,0.0067578125,539
174,0,0,0,0.006796875,539
175,0,0,0,0.0068359375,539
176,133,69,0,0.006875,672
177,0,0,0,0.0069140625,672
178,0,0,0,0.006953125,672
179,0,0,0,0.0069921875,672
180,1,1,0,0.00703125,673
181,0,0,0,0.0070703125,673
182,0,0,0,0.007109375,673
183,0,0,0,0.0071484375,673
184,1,1,0,0.0071875,674
185,0,0,0,0.0072265625,674
186,0,0,0,0.007265625,674
187,0,0,0,0.0073046875,674
188,76,41,0,0.00734375,750
189,0,0,0,0.0073828125,750
190,0,0,0,0.007421875,750
191,0,0,0,0.0074609375,750
192,6,5,0,0.0075,756
193,0,0,0,0.0075390625,756
194,0,0,0,0.007578125,756
195,0,0,0,0.0076171875,756
196,1,1,0,0.00765625,757
197,0,0,0,0.0076953125,757
198,0,0,0,0.007734375,757
199,0,0,0,0.0077734375,757
200,1,1,0,0.0078125,758
201,0,0,0,0.0078515625,758
202,0,0,0,0.007890625,758
203,0,0,0,0.0079296875,758
204,79,69,0,0.00796875,837
205,0,0,0,0.0080078125,837
206,0,0,0,0.008046875,837
207,0,0,0,0.0080859375,837
208,112,69,0,0.008125,949
209,0,0,0,0.0081640625,949
210,0,0,0,0.008203125,949
211,0,0,0,0.0082421875,949
212,1,1,0,0.00828125,950
213,0,0,0,0.0083203125,950
214,0,0,0,0.008359375,950
215,0,0,0,0.0083984375,950
216,43,33,0,0.0084375,993
217,0,0,0,0.0084765625,993
218,0,0,0,0.008515625,993
219,0,0,0,0.0085546875,993
220,6,5,0,0.00859375,999
221,0,0,0,0.0086328125,999
222,0,0,0,0.008671875,999
223,0,0,0,0.0087109375,999
224,1,1,0,0.00875,1000
225,0,0,0,0.0087890625,1000
226,0,0,0,0.008828125,1000
227,0,0,0,0.0088671875,1000
228,1,1,0,0.00890625,1001
229,0,0,0,0.0089453125,1001
230,0,0,0,0.008984375,1001
231,0,0,0,0.0090234375,1001
232,63,53,0,0.0090625,1064
233,0,0,0,0.0091015625,1064
234,0,0,0,0.009140625,1064
235,0,0,0,0.0091796875,1064
236,6,5,0,0.00921875,1070
237,0,0,0,0.0092578125,1070
238,0,0,0,0.009296875,1070
239,0,0,0,0.0093359375,1070
240,1,1,0,0.009375,1071
241,0,0,0,0.0094140625,1071
242,0,0,0,0.009453125,1071
243,0,0,0,0.0094921875,1071
244,1,1,0,0.00953125,1072
245,0,0,0,0.0095703125,1072
246,0,0,0,0.009609375,1072
247,0,0,0,0.0096484375,1072
248,137,69,0,0.0096875,1209
249,0,0,0,0.0097265625,1209
250,0,0,0,0.009765625,1209
251,0,0,0,0.0098046875,1209
252,10,9,0,0.00984375,1219
253,0,0,0,0.0098828125,1219
254,0,0,0,0.009921875,1219
255,0,0,0,0.0099609375,1219
256,1,1,0,0.01,1220
257,0,0,0,0.0100390625,1220
258,0,0,0,0.010078125,1220
259,0,0,0,0.0101171875,1220
260,22,21,0,0.01015625,1242
261,0,0,0,0.0101953125,1242
262,0,0,0,0.010234375,1242
263,0,0,0,0.0102734375,1242
264,149,81,0,0.0103125,1391
265,0,0,0,0.0103515625,1391
266,0,0,0,0.010390625,1391
267,0,0,0,0.0104296875,1391
268,1,1,0,0.01046875,1392
269,0,0,0,0.0105078125,1392
270,0,0,0,0.010546875,1392
271,0,0,0,0.0105859375,1392
272,1,1,0,0.010625,1393
273,0,0,0,0.0106640625,1393
274,0,0,0,0.010703125,1393
275,0,0,0,0.0107421875,1393
276,213,105,0,0.01078125,1606
277,0,0,0,0.0108203125,1606
278,0,0,0,0.010859375,1606
279,0,0,0,0.0108984375,1606
280,6,5,0,0.0109375,1612
281,0,0,0,0.0109765625,1612
282,0,0,0,0.011015625,1612
283,0,0,0,0.0110546875,1612
284,1,1,0,0.01109375,1613
285,0,0,0,0.0111328125,1613
286,0,0,0,0.011171875,1613
287,0,0,0,0.0112109375,1613
288,1,1,0,0.01125,1614
289,0,0,0,0.0112890625,1614
290,0,0,0,0.011328125,1614
291,0,0,0,0.0113671875,1614
292,35,25,0,0.01140625,1649
293,0,0,0,0.0114453125,1649
294,0,0,0,0.011484375,1649
295,0,0,0,0.0115234375,1649
296,35,25,0,0.0115625,1684
297,0,0,0,0.0116015625,1684
298,0,0,0,0.011640625,1684
299,0,0,0,0.0116796875,1684
300,1,1,0,0.01171875,1685
301,0,0,0,0.0117578125,1685
302,0,0,0,0.011796875,1685
303,0,0,0,0.0118359375,1685
304,10,9,0,0.011875,1695
305,0,0,0,0.0119140625,1695
306,0,0,0,0.011953125,1695
307,0,0,0,0.0119921875,1695
308,6,5,0,0.01203125,1701
309,0,0,0,0.0120703125,1701
310,0,0,0,0.012109375,1701
311,0,0,0,0.0121484375,1701
312,1,1,0,0.0121875,1702
313,0,0,0,0.0122265625,1702
314,0,0,0,0.012265625,1702
315,0,0,0,0.0123046875,1702
316,1,1,0,0.01234375,1703
317,0,0,0,0.0123828125,1703
318,0,0,0,0.012421875,1703
319,0,0,0,0.0124609375,1703
320,399,137,0,0.0125,2102
321,0,0,0,0.0125390625,2102
322,0,0,0,0.012578125,2102
323,0,0,0,0.0126171875,2102
324,6,5,0,0.01265625,2108
325,0,0,0,0.0126953125,2108
326,0,0,0,0.012734375,2108
327,0,0,0,0.0127734375,2108
328,1,1,0,0.0128125,2109
329,0,0,0,0.0128515625,2109
330,0,0,0,0.012890625,2109
331,0,0,0,0.0129296875,2109
332,1,1,0,0.01296875,2110
333,0,0,0,0.0130078125,2110
334,0,0,0,0.013046875,2110
335,0,0,0,0.0130859375,2110
336,226,93,0,0.013125,2336
337,0,0,0,0.0131640625,2336
338,0,0,0,0.013203125,2336
339,0,0,0,0.0132421875,2336
340,10,9,0,0.01328125,2346
341,0,0,0,0.0133203125,2346
342,0,0,0,0.013359375,2346
343,0,0,0,0.0133984375,2346
344,1,1,0,0.0134375,2347
345,0,0,0,0.0134765625,2347
346,0,0,0,0.013515625,2347
347,0,0,0,0.0135546875,2347
348,18,17,0,0.01359375,2365
349,0,0,0,0.0136328125,2365
350,0,0,0,0.013671875,2365
351,0,0,0,0.0137109375,2365
352,72,53,0,0.01375,2437
353,0,0,0,0.0137890625,2437
354,0,0,0,0.013828125,2437
355,0,0,0,0.0138671875,2437
356,1,1,0,0.01390625,2438
357,0,0,0,0.0139453125,2438
358,0,0,0,0.013984375,2438
359,0,0,0,0.0140234375,2438
360,1,1,0,0.0140625,2439
361,0,0,0,0.0141015625,2439
362,0,0,0,0.014140625,2439
363,0,0,0,0.0141796875,2439
364,10,9,0,0.01421875,2449
365,0,0,0,0.0142578125,2449
366,0,0,0,0.014296875,2449
367,0,0,0,0.0143359375,2449
368,6,5,0,0.014375,2455
369,0,0,0,0.0144140625,2455
370,0,0,0,0.014453125,2455
371,0,0,0,0.0144921875,2455
372,1,1,0,0.01453125,2456
373,0,0,0,0.0145703125,2456
374,0,0,0,0.014609375,2456
375,0,0,0,0.0146484375,2456
376,1,1,0,0.0146875,2457
377,0,0,0,0.0147265625,2457
378,0,0,0,0.014765625,2457
379,0,0,0,0.0148046875,2457
380,85,41,0,0.01484375,2542
381,0,0,0,0.0148828125,2542
382,0,0,0,0.014921875,2542
383,0,0,0,0.0149609375,2542
384,1,1,0,0.015,2543
385,0,0,0,0.0150390625,2543
386,0,0,0,0.015078125,2543
387,0,0,0,0.0151171875,2543
388,1,1,0,0.01515625,2544
389,0,0,0,0.0151953125,2544
390,0,0,0,0.015234375,2544
391,0,0,0,0.0152734375,2544
392,419,149,0,0.0153125,2963
393,0,0,0,0.0153515625,2963
394,0,0,0,0.015390625,2963
395,0,0,0,0.0154296875,2963
396,6,5,0,0.01546875,2969
397,0,0,0,0.0155078125,2969
398,0,0,0,0.015546875,2969
399,0,0,0,0.0155859375,2969
400,1,1,0,0.015625,2970
401,0,0,0,0.0156640625,2970
402,0,0,0,0.015703125,2970
403,0,0,0,0.0157421875,2970
404,1,1,0,0.01578125,2971
405,0,0,0,0.0158203125,2971
406,0,0,0,0.015859375,2971
407,0,0,0,0.0158984375,2971
408,168,125,0,0.0159375,3139
409,0,0,0,0.0159765625,3139
410,0,0,0,0.016015625,3139
411,0,0,0,0.0160546875,3139
412,277,137,0,0.01609375,3416
413,0,0,0,0.0161328125,3416
414,0,0,0,0.016171875,3416
415,0,0,0,0.0162109375,3416
416,1,1,0,0.01625,3417
417,0,0,0,0.0162890625,3417
418,0,0,0,0.016328125,3417
419,0,0,0,0.0163671875,3417
420,1,1,0,0.01640625,3418
421,0,0,0,0.0164453125,3418
422,0,0,0,0.016484375,3418
423,0,0,0,0.0165234375,3418
424,68,37,0,0.0165625,3486
425,0,0,0,0.0166015625,3486
426,0,0,0,0.016640625,3486
427,0,0,0,0.0166796875,3486
428,10,9,0,0.01671875,3496
429,0,0,0,0.0167578125,3496
430,0,0,0,0.016796875,3496
431,0,0,0,0.0168359375,3496
432,1,1,0,0.016875,3497
433,0,0,0,0.0169140625,3497
434,0,0,0,0.016953125,3497
435,0,0,0,0.0169921875,3497
436,10,9,0,0.01703125,3507
437,0,0,0,0.0170703125,3507
438,0,0,0,0.017109375,3507
439,0,0,0,0.0171484375,3507
440,6,5,0,0.0171875,3513
441,0,0,0,0.0172265625,3513
442,0,0,0,0.017265625,3513
443,0,0,0,0.0173046875,3513
444,1,1,0,0.01734375,3514
445,0,0,0,0.0173828125,3514
