t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,0.00020408163265306123,0
2,0,0,0,0.00040816326530612246,0
3,0,0,0,0.0006122448979591836,0
4,1,1,0,0.0008163265306122449,1
5,1,0,0,0.0010204081632653062,1
6,1,0,0,0.0012244897959183673,1
7,1,0,0,0.0014285714285714286,1
8,2,1,0,0.0016326530612244899,2
9,2,0,0,0.001836734693877551,2
10,2,0,0,0.0020408163265306124,2
11,2,0,0,0.0022448979591836735,2
12,3,1,0,0.0024489795918367346,3
13,3,0,0,0.002653061224489796,3
14,3,0,0,0.002857142857142857,3
15,3,0,0,0.003061224489795918,3
16,9,5,0,0.0032653061224489797,9
17,9,0,0,0.0034693877551020408,9
18,9,0,0,0.003673469387755102,9
19,9,0,0,0.0038775510204081634,9
20,10,1,0,0.004081632653061225,10
21,10,0,0,0.004285714285714286,10
22,10,0,0,0.004489795918367347,10
23,10,0,0,0.004693877551020408,10
24,11,1,0,0.004897959183673469,11
25,11,0,0,0.00510204081632653,11
26,11,0,0,0.005306122448979592,11
27,11,0,0,0.005510204081632653,11
28,21,9,0,0.005714285714285714,21
29,21,0,0,0.005918367346938775,21
30,21,0,0,0.006122448979591836,21
31,21,0,0,0.006326530612244898,21
32,27,5,0,0.006530612244897959,27
33,27,0,0,0.0067346938775510205,27
34,27,0,0,0.0069387755102040816,27
35,27,0,0,0.007142857142857143,27
36,28,1,0,0.007346938775510204,28
37,28,0,0,0.007551020408163266,28
38,28,0,0,0.007755102040816327,28
39,28,0,0,0.007959183673469388,28
40,29,1,0,0.00816326530612245,29
41,29,0,0,0.00836734693877551,29
42,29,0,0,0.008571428571428572,29
43,29,0,0,0.008775510204081632,29
44,48,13,0,0.008979591836734694,48
45,48,0,0,0.009183673469387756,48
46,48,0,0,0.009387755102040816,48
47,48,0,0,0.009591836734693878,48
48,49,1,0,0.009795918367346938,49
49,49,0,0,0.01,49
50,49,0,0,0.01020408163265306,49
51,49,0,0,0.010408163265306122,49
52,50,1,0,0.010612244897959184,50
53,50,0,0,0.010816326530612244,50
54,50,0,0,0.011020408163265306,50
55,50,0,0,0.011224489795918367,50
56,81,21,0,0.011428571428571429,81
57,81,0,0,0.01163265306122449,81
58,81,0,0,0.01183673469387755,81
59,81,0,0,0.012040816326530613,81
60,87,5,0,0.012244897959183673,87
61,87,0,0,0.012448979591836735,87
62,87,0,0,0.012653061224489797,87
63,87,0,0,0.012857142857142857,87
64,88,1,0,0.013061224489795919,88
65,88,0,0,0.013265306122448979,88
66,88,0,0,0.013469387755102041,88
67,88,0,0,0.013673469387755101,88
68,89,1,0,0.013877551020408163,89
69,89,0,0,0.014081632653061225,89
70,89,0,0,0.014285714285714285,89
71,89,0,0,0.014489795918367347,89
72,99,9,0,0.014693877551020407,99
73,99,0,0,0.01489795918367347,99
74,99,0,0,0.015102040816326531,99
75,99,0,0,0.015306122448979591,99
76,130,25,0,0.015510204081632653,130
77,130,0,0,0.015714285714285715,130
78,130,0,0,0.015918367346938776,130
79,130,0,0,0.016122448979591836,130
80,131,1,0,0.0163265306122449,131
81,131,0,0,0.01653061224489796,131
82,131,0,0,0.01673469387755102,131
83,131,0,0,0.01693877551020408,131
84,132,1,0,0.017142857142857144,132
85,132,0,0,0.017346938775510204,132
86,132,0,0,0.017551020408163264,132
87,132,0,0,0.017755102040816328,132
88,184,33,0,0.017959183673469388,184
89,184,0,0,0.018163265306122448,184
90,184,0,0,0.018367346938775512,184
91,184,0,0,0.018571428571428572,184
92,185,1,0,0.018775510204081632,185
93,185,0,0,0.018979591836734692,185
94,185,0,0,0.019183673469387756,185
95,185,0,0,0.019387755102040816,185
96,186,1,0,0.019591836734693877,186
97,186,0,0,0.01979591836734694,186
98,186,0,0,0.02,186
99,186,0,0,0.02020408163265306,186
100,225,29,0,0.02040816326530612,225
101,225,0,0,0.020612244897959184,225
102,225,0,0,0.020816326530612245,225
103,225,0,0,0.021020408163265305,225
104,231,5,0,0.02122448979591837,231
105,231,0,0,0.02142857142857143,231
106,231,0,0,0.02163265306122449,231
107,231,0,0,0.021836734693877553,231
108,232,1,0,0.022040816326530613,232
109,232,0,0,0.022244897959183673,232
110,232,0,0,0.022448979591836733,232
111,232,0,0,0.022653061224489797,232
112,233,1,0,0.022857142857142857,233
113,233,0,0,0.023061224489795917,233
114,233,0,0,0.02326530612244898,233
115,233,0,0,0.02346938775510204,233
116,264,21,0,0.0236734693877551,264
117,264,0,0,0.02387755102040816,264
118,264,0,0,0.024081632653061225,264
119,264,0,0,0.024285714285714285,264
120,274,9,0,0.024489795918367346,274
121,274,0,0,0.02469387755102041,274
122,274,0,0,0.02489795918367347,274
123,274,0,0,0.02510204081632653,274
124,275,1,0,0.025306122448979593,275
125,275,0,0,0.025510204081632654,275
126,275,0,0,0.025714285714285714,275
127,275,0,0,0.025918367346938774,275
128,342,45,0,0.026122448979591838,342
129,342,0,0,0.026326530612244898,342
130,342,0,0,0.026530612244897958,342
131,342,0,0,0.026734693877551022,342
132,361,13,0,0.026938775510204082,361
133,361,0,0,0.027142857142857142,361
134,361,0,0,0.027346938775510202,361
135,361,0,0,0.027551020408163266,361
136,362,1,0,0.027755102040816326,362
137,362,0,0,0.027959183673469386,362
138,362,0,0,0.02816326530612245,362
139,362,0,0,0.02836734693877551,362
140,363,1,0,0.02857142857142857,363
141,363,0,0,0.028775510204081634,363
142,363,0,0,0.028979591836734694,363
143,363,0,0,0.029183673469387755,363
144,418,45,0,0.029387755102040815,418
145,418,0,0,0.02959183673469388,418
146,418,0,0,0.02979591836734694,418
147,418,0,0,0.03,418
148,424,5,0,0.030204081632653063,424
149,424,0,0,0.030408163265306123,424
150,424,0,0,0.030612244897959183,424
151,424,0,0,0.030816326530612243,424
152,425,1,0,0.031020408163265307,425
153,425,0,0,0.031224489795918367,425
154,425,0,0,0.03142857142857143,425
155,425,0,0,0.03163265306122449,425
156,426,1,0,0.03183673469387755,426
157,426,0,0,0.032040816326530615,426
158,426,0,0,0.03224489795918367,426
159,426,0,0,0.032448979591836735,426
160,510,49,0,0.0326530612244898,510
161,510,0,0,0.032857142857142856,510
162,510,0,0,0.03306122448979592,510
163,510,0,0,0.03326530612244898,510
164,537,21,0,0.03346938775510204,537
165,537,0,0,0.0336734693877551,537
166,537,0,0,0.03387755102040816,537
167,537,0,0,0.034081632653061224,537
168,538,1,0,0.03428571428571429,538
169,538,0,0,0.034489795918367344,538
170,538,0,0,0.03469387755102041,538
171,538,0,0,0.03489795918367347,538
172,539,1,0,0.03510204081632653,539
173,539,0,0,0.03530612244897959,539
174,539,0,0,0.035510204081632656,539
175,539,0,0,0.03571428571428571,539
176,672,69,0,0.035918367346938776,672
177,672,0,0,0.03612244897959184,672
178,672,0,0,0.036326530612244896,672
179,672,0,0,0.03653061224489796,672
180,673,1,0,0.036734693877551024,673
181,673,0,0,0.03693877551020408,673
182,673,0,0,0.037142857142857144,673
183,673,0,0,0.0373469387755102,673
184,674,1,0,0.037551020408163265,674
185,674,0,0,0.03775510204081633,674
186,674,0,0,0.037959183673469385,674
187,674,0,0,0.03816326530612245,674
188,750,41,0,0.03836734693877551,750
189,750,0,0,0.03857142857142857,750
190,750,0,0,0.03877551020408163,750
